sentence_index,word_index,word,lex
3731,3,كل,كِلّ
3731,4,الزهبة,زَهبَة
3731,5,حبيبي,حَبِيب
3731,6,؟,؟
3732,0,مهرة,مُهرَة
3732,1,:,:
3732,2,هيه,هَيه
3732,3,حبيبي,حَبِيب
3732,4,.,.
3732,5,.,.
3732,6,.,.
3733,0,سيف,سَيف
3733,1,يمسك,مَسَك
3733,2,خصرها,خَصر
3733,3,:,:
3733,4,كل,كِلّ
3733,5,شي,شَي
3733,6,كل,كِلّ
3733,7,شي,شَي
3733,8,.,.
3733,9,.,.
3734,0,مهرة,مُهرَة
3734,1,:,:
3734,2,هيه,هَيه
3734,3,كل,كِلّ
3734,4,شي,شَي
3734,5,كل,كِلّ
3734,6,شي,شَي
3734,7,.,.
3734,8,.,.
3735,0,سيف,سَيف
3735,1,:,:
3735,2,حتى,حَتَّى
3735,3,شسمه,اِسم
3735,4,.,.
3735,5,.,.
3736,0,مهرة,مُهرَة
3736,1,تطالعه,طالَع
3736,2,:,:
3736,3,.,.
3736,4,.,.
3737,0,سيف,سَيف
3737,1,بخبث,خُبث
3737,2,:,:
3737,3,شسمه,اِسم
3737,4,شسمه,اِسم
3737,5,.,.
3737,6,.,.
3738,0,مهرة,مُهرَة
3738,1,تضرب,ضَرَب
3738,2,كتفه,كِتف
3738,3,:,:
3738,4,يا,يا
3738,5,قليل,قَلِيل
3738,6,الادب,اَدَب
3738,7,يا,يا
3738,8,حيوان,حَيَوان
3738,9,.,.
3738,10,.,.
3739,0,سيف,سَيف
3739,1,:,:
3739,2,ههه,هَهَه
3739,3,شو,شُو
3739,4,فيج,فِي
3739,5,اسأل,سَأَل
3739,6,انزين,اِنزَين
3739,7,.,.
3739,8,.,.
3740,0,مهرة,مُهرَة
3740,1,:,:
3740,2,ما,ما
3740,3,لك,لِ
3740,4,خص,خَصّ
3740,5,.,.
3740,6,.,.
3741,0,سيف,سَيف
3741,1,:,:
3741,2,انزين,اِنزَين
3741,3,سؤال,سُؤال
3741,4,سؤال,سُؤال
3741,5,.,.
3741,6,.,.
3742,0,مهرة,مُهرَة
3742,1,:,:
3742,2,شو,شُو
3743,0,سيف,سَيف
3743,1,:,:
3743,2,شو,شُو
3743,3,الاغراض,غَرَض
3743,4,اللي,اِللِي
3743,5,عند,عِند
3743,6,عويش,عُوَيش
3744,0,مهرة,مُهرَة
3744,1,بارتباك,اِرتِباك
3744,2,:,:
3744,3,هاه,هاه
3744,4,.,.
3744,5,.,.
3745,0,سيف,سَيف
3745,1,:,:
3745,2,شو,شُو
3745,3,الاغراض,غَرَض
3745,4,اللي,اِللِي
3745,5,طالبتها,طالِب
3745,6,خصيصا,خِصِّيص
3745,7,من,مِن
3745,8,لندن,لَندَن
3745,9,وجابهم,جاب
3745,10,المندوب,مَندُوب
3745,11,بيت,بَيت
3745,12,عويش,عُوَيش
3745,13,؟,؟
3746,0,مهرة,مُهرَة
3746,1,تبلع,بَلَع
3746,2,ريقها,رِيق
3746,3,:,:
3746,4,عادي,عادِي
3746,5,شرات,شَرا
3746,6,اغراض,غَرَض
3746,7,هاذيك,هاذِيك
3746,8,المرة,مَرَّة
3746,9,.,.
3746,10,.,.
3747,0,سيف,سَيف
3747,1,:,:
3747,2,لا,لا
3747,3,مش,مِش
3747,4,علي,عَلَى
3747,5,.,.
3747,6,.,.
3748,0,مهرة,مُهرَة
3748,1,:,:
3748,2,شو,شُو
3748,3,مش,مِش
3748,4,عليك,عَلَى
3748,5,ان,اِن
3748,6,شاء,شاء
3748,7,الله,اللّٰه
3748,8,.,.
3748,9,.,.
3748,10,وخر,وَخَّر
3748,11,وخر,وَخَّر
3748,12,عني,عَن
3748,13,.,.
3748,14,.,.
3749,0,سيف,سَيف
3749,1,يقابلها,قابَل
3749,2,ويمشي,مِشَى
3749,3,على,عَلَى
3749,4,ورا,وَرا
3749,5,:,:
3749,6,اعترفي,اِعتَرَف
3749,7,.,.
3749,8,.,.
3750,0,مهرة,مُهرَة
3750,1,:,:
3750,2,انت,اِنتَ
3750,3,شفيك,شفيييييييييييك
3751,0,سيف,سَيف
3751,1,:,:
3751,2,كل,كِلّ
3751,3,ما,ما
3751,4,تطلبين,طَلَب
3751,5,اغراض,غَرَض
3751,6,من,مِن
3751,7,برا,بَرّا
3751,8,ويجيبهم,جاب
3751,9,المندوب,مَندُوب
3751,10,بيت,بَيت
3751,11,عويش,عُوَيش
3751,12,تخليني,خَلَّى
3751,13,انا,اَنا
3751,14,امر,مَرَّ
3751,15,واجيب,جاب
3751,16,لج,لِ
3751,17,الاغراض,غَرَض
3751,18,البيت,بَيت
3751,19,.,.
3751,20,.,.
3751,21,ليش,لَيش
3751,22,هالمرة,مَرَّة
3751,23,قلتي,قال
3751,24,حق,حَقّ
3751,25,عويش,عُوَيش
3751,26,لا,لا
3751,27,تعطين,عَطَى
3751,28,سيفوه,سَيفُو
3751,29,وانا,اَنا
3751,30,اللي,اِللِي
3751,31,بامر,مَرَّ
3751,32,اشلهم,شَلّ
3751,33,.,.
3751,34,.,.
3752,0,مهرة,مُهرَة
3752,1,بتموت,مات
3752,2,من,مِن
3752,3,الفشلة,فَشلَة
3752,4,ولا,لا
3752,5,تعرف,عَرَف
3752,6,ترمس,رَمَس
3752,7,وتحاول,حاوَل
3752,8,تطلع,طَلَع
3752,9,خرطة,خَرطَة
3752,10,باي,اَيّ
3752,11,طريقة,طَرِيقَة
3752,12,:,:
3752,13,لأني,اَنّ
3752,14,خفت,خاف
3752,15,تشوف,شاف
3752,16,اغراضي,غَرَض
3752,17,.,.
3752,18,.,.
3752,19,بعد,بَعِد
3752,20,عروس,عَرُوس
3752,21,لازم,لازِم
3752,22,ما,ما
3752,23,تشوف,شاف
3752,24,شي,شَي
3752,25,من,مِن
3752,26,الزهبة,زَهبَة
3752,27,.,.
3752,28,.,.
3753,0,سيف,سَيف
3753,1,بخبث,خُبث
3753,2,يطالع,طالَع
3753,3,عيونها,عَين
3753,4,:,:
3753,5,مهور,مُهُّور
3753,6,.,.
3753,7,.,.
3753,8,حبيبي,حَبِيب
3753,9,.,.
3753,10,.,.
3753,11,علي,عَلَى
3753,12,انا,اَنا
3753,13,هالرمسة,رَمسَة
3753,14,.,.
3753,15,.,.
3754,0,مهرة,مُهرَة
3754,1,تدق,دَقّ
3754,2,كتفه,كِتف
3754,3,:,:
3754,4,بس,بَسّ
3754,5,خوز,خُوز
3754,6,عني,عَن
3754,7,.,.
3754,8,.,.
3755,0,وتعطيه,عَطَى
3755,1,ظهرها,ظَهر
3755,2,وتمشي,مِشَى
3755,3,عكس,عَكس
3755,4,دربه,دَرب
3755,5,.,.
3755,6,.,.
3756,0,سيف,سَيف
3756,1,:,:
3756,2,ههه,هَهَه
3756,3,"""",""""
3756,4,يمسك,مَسَك
3756,5,ايدها,اِيد
3756,6,بقوة,قُوَّة
3756,7,ويخليها,خَلَّى
3756,8,ترد,رَدّ
3756,9,تقابله,قابَل
3756,10,"""",""""
3756,11,تعالي,تَعال
3756,12,تعالي,تَعال
3756,13,.,.
3756,14,.,.
3757,0,مهرة,مُهرَة
3757,1,:,:
3757,2,لو,لَو
3757,3,رديت,رَدّ
3757,4,ترمس,رَمَس
3757,5,بنفس,نَفس
3757,6,الموضوع,مَوضُوع
3757,7,باروح,راح
3757,8,البيت,بَيت
3757,9,صدقني,صَدَّق
3757,10,.,.
3757,11,.,.
3758,0,سيف,سَيف
3758,1,يبتسم,اِبتَسَم
3758,2,:,:
3758,3,خلاص,خَلاص
3758,4,خلاص,خَلاص
3758,5,.,.
3758,6,.,.
3758,7,بس,بَسّ
3758,8,حبيت,حَبّ
3758,9,اقول,قال
3758,10,لج,لِ
3758,11,انا,اَنا
3758,12,شفت,شاف
3758,13,الاغراض,غَرَض
3758,14,.,.
3758,15,.,.
3759,0,مهرة,مُهرَة
3759,1,وقفت,وَقَف
3759,2,:,:
3759,3,خراط,خَرَّاط
3759,4,.,.
3759,5,.,.
3760,0,سيف,سَيف
3760,1,:,:
3760,2,والله,اللّٰه
3760,3,شفت,شاف
3760,4,.,.
3760,5,.,.
3761,0,مهرة,مُهرَة
3761,1,تبلع,بَلَع
3761,2,ريقها,رِيق
3761,3,:,:
3761,4,شو,شُو
3761,5,شفت,شاف
3761,6,.,.
3761,7,.,.
3762,0,سيف,سَيف
3762,1,:,:
3762,2,اقول,قال
3762,3,يعني,عَنَى
3762,4,.,.
3762,5,.,.
3763,0,مهرة,مُهرَة
3763,1,:,:
3763,2,لا,لا
3763,3,لا,لا
3763,4,لا,لا
3763,5,لا,لا
3763,6,.,.
3763,7,.,.
3763,8,كذاب,كَذّاب
3763,9,كذاب,كَذّاب
3763,10,.,.
3763,11,.,.
3763,12,كيف,كَيف
3763,13,شفت,شاف
3763,14,اصلا,اَصل
3763,15,.,.
3763,16,.,.
3764,0,سيف,سَيف
3764,1,مبتسم,مِبتِسم
3764,2,بخبث,خُبث
3764,3,:,:
3764,4,حبيبي,حَبِيب
3764,5,.,.
3764,6,.,.
3764,7,انا,اَنا
3764,8,وين,وَين
3764,9,كنت,كان
3764,10,قاعد,قاعِد
3764,11,؟,؟
3765,0,مهرة,مُهرَة
3765,1,:,:
3765,2,حذا,حِذا
3765,3,لي,لِ
3765,4,بعد,بَعِد
3765,5,وين,وَين
3765,6,.,.
3765,7,.,.
3766,0,سيف,سَيف
3766,1,يسوي,سَوَّى
3766,2,لها,لِ
3766,3,بالاشارة,اِشارَة
3766,4,باصبعه,اِصبَع
3766,5,لا,لا
3766,6,:,:
3766,7,قبلها,قَبل
3766,8,حبيبي,حَبِيب
3766,9,.,.
3766,10,.,.
3766,11,يوم,يَوم
3766,12,وصلنا,وَصَل
3766,13,حصوه,حِصُّوه
3766,14,البيت,بَيت
3767,0,مهرة,مُهرَة
3767,1,غمضت,غَمَّض
3767,2,عينها,عَين
3767,3,بقوة,قُوَّة
3767,4,:,:
3767,5,شت,ًORعIگٌ
3767,6,.,.
3767,7,.,.
3768,0,سيف,سَيف
3768,1,:,:
3768,2,قاعد,قاعِد
3768,3,ورا,وَرا
3768,4,صح,صَحّ
3768,5,.,.
3768,6,.,.
3769,0,مهرة,مُهرَة
3769,1,تبلع,بَلَع
3769,2,ريقها,رِيق
3769,3,وميتة,مَيِّت
3769,4,فشلة,فَشلَة
3769,5,:,:
3769,6,والاغراض,غَرَض
3769,7,ورا,وَرا
3769,8,.,.
3769,9,.,.
3770,0,سيف,سَيف
3770,1,بخبث,خُبث
3770,2,:,:
3770,3,وعلى,عَلَى
3770,4,حظي,حَظّ
3770,5,تحتي,تَحِت
3770,6,بعد,بَعِد
3770,7,الكيس,كِيس
3770,8,حطيتيه,حَطّ
3770,9,.,.
3770,10,.,.
3770,11,وعلى,عَلَى
3770,12,حظي,حَظّ
3770,13,الاحلى,اَحلَى
3770,14,انه,اِنّ
3770,15,قميص,قَمِيص
3770,16,واحد,واحِد
3770,17,من,مِن
3770,18,قمصان,قَمِيص
3770,19,النوم,نَوم
3770,20,طاح,طاح
3770,21,تحت,تَحِت
3770,22,.,.
3770,23,.,.
3770,24,وعلى,عَلَى
3770,25,حظج,حَظّ
3770,26,انتي,اِنتِي
3770,27,الاسود,اَسوَد
3770,28,اني,اِنّ
3770,29,انا,اَنا
3770,30,اللي,اِللِي
3770,31,شليته,شَلّ
3770,32,وحطيته,حَطّ
3770,33,فالكيس,كِيس
3770,34,عقب,عِقِب
3770,35,ما,ما
3770,36,شفته,شاف
3770,37,.,.
3770,38,.,.
3770,39,"""",""""
3770,40,يبتسم,اِبتَسَم
3770,41,اكثر,اَكثَر
3770,42,"""",""""
3770,43,احمر,اَحمَر
3770,44,هاه,هاه
3770,45,.,.
3770,46,.,.
3771,0,مهرة,مُهرَة
3771,1,:,:
3771,2,خايس,خايِس
3771,3,.,.
3771,4,.,.
3771,5,وسخ,وِسِخ
3771,6,.,.
3771,7,.,.
3771,8,قليل,قَلِيل
3771,9,ادب,اَدَب
3771,10,.,.
3771,11,.,.
3771,12,"""",""""
3771,13,تمت,تَمّ
3771,14,تدق,دَقّ
3771,15,صدره,صَدر
3771,16,بقوة,قُوَّة
3771,17,"""",""""
3771,18,ما,ما
3771,19,فيك,فِي
3771,20,ادب,اَدَب
3771,21,اصلا,اَصل
3771,22,.,.
3771,23,.,.
3771,24,على,عَلَى
3771,25,فكرة,فِكرَة
3771,26,امك,اُمّ
3771,27,ما,ما
3771,28,عرفت,عَرَف
3771,29,تربيك,رَبَّى
3771,30,.,.
3771,31,.,.
3772,0,سيف,سَيف
3772,1,ميت,مَيِّت
3772,2,ضحك,ضِحك
3772,3,:,:
3772,4,بل,بَل
3772,5,بل,بَل
3772,6,بل,بَل
3772,7,بل,بَل
3772,8,.,.
3772,9,.,.
3772,10,ههه,هَهَه
3773,0,مهرة,مُهرَة
3773,1,:,:
3773,2,خلاص,خَلاص
3773,3,جد,جَدّ
3773,4,وخر,وَخَّر
3773,5,عني,عَن
3773,6,.,.
3773,7,.,.
3774,0,وعطته,عَطَى
3774,1,ظهرها,ظَهر
3774,2,ومشت,مِشَى
3774,3,بسرعة,سِرعَة
3774,4,وهي,هِيَ
3774,5,ميتة,مَيِّت
3774,6,من,مِن
3774,7,الفشلة,فَشلَة
3774,8,وحاطة,حاطِط
3774,9,ايدها,اِيد
3774,10,عوجهها,وَجه
3774,11,تحس,حَسّ
3774,12,بحرارة,حَرارَة
3774,13,:,:
3774,14,لا,لا
3774,15,مستحيل,مُستَحِيل
3774,16,مستحيل,مُستَحِيل
3774,17,.,.
3774,18,.,.
3774,19,اخيه,اِخِّيه
3774,20,.,.
3774,21,.,.
3774,22,شهالاحراج,شهالاحرااج
3774,23,شهالاحراج,شهالاحراااااااااااااااااااج
3775,0,اما,اَمّا
3775,1,سيف,سَيف
3775,2,تم,تَمّ
3775,3,يضحك,ضَحَك
3775,4,بحالة,حالَة
3775,5,فظيعة,فَظِيع
3775,6,لين,لِين
3775,7,ما,ما
3775,8,رن,رَنّ
3775,9,تليفونه,تِلِيفَون
3775,10,.,.
3775,11,.,.
3776,0,.,.
3777,0,.,.
3778,0,.,.
3779,0,جزوي,جَزو
3779,1,تعطيه,عَطَى
3779,2,ظهرها,ظَهر
3779,3,:,:
3779,4,ما,ما
3779,5,فيني,فِي
3779,6,شي,شَي
3779,7,.,.
3779,8,.,.
3779,9,.,.
3779,10,والله,اللّٰه
3779,11,شي,شَي
3779,12,سخيف,سَخِيف
3779,13,.,.
3779,14,.,.
3780,0,حمود,حَمُّود
3780,1,يروح,راح
3780,2,لها,لِ
3780,3,ويقابلها,قابَل
3780,4,:,:
3780,5,الحين,حِين
3780,6,تخبريني,خَبَّر
3780,7,.,.
3780,8,.,.
3781,0,جزوي,جَزو
3781,1,تطالعه,طالَع
3781,2,:,:
3781,3,انت,اِنتَ
3781,4,ليش,لَيش
3781,5,ترجف,رَجَف
3781,6,؟,؟
3782,0,حمود,حَمُّود
3782,1,:,:
3782,2,ما,ما
3782,3,اعرف,عَرَف
3782,4,.,.
3782,5,.,.
3782,6,"""",""""
3782,7,يشوف,شاف
3782,8,ايده,اِيد
3782,9,"""",""""
3782,10,انا,اَنا
3782,11,ليش,لَيش
3782,12,ارجف,رَجَف
3782,13,!,!
3782,14,!,!
3782,15,!,!
3783,0,جزوي,جَزو
3783,1,:,:
3783,2,ما,ما
3783,3,ادري,دَرَى
3783,4,.,.
3783,5,.,.
3784,0,حمود,حَمُّود
3784,1,:,:
3784,2,خفت,خاف
3784,3,انه,اِنّ
3784,4,صار,صار
3784,5,لج,لِ
3784,6,شي,شَي
3784,7,.,.
3784,8,.,.
3784,9,تعورتي,تِعَوَّر
3784,10,.,.
3784,11,.,.
3784,12,او,اَو
3784,13,ما,ما
3784,14,ادري,دَرَى
3784,15,ما,ما
3784,16,ادري,دَرَى
3784,17,.,.
3784,18,.,.
3785,0,جزوي,جَزو
3785,1,:,:
3785,2,انا,اَنا
3785,3,شفت,شاف
3785,4,سيفوه,سَيفُو
3785,5,السخيف,سَخِيف
3785,6,اول,اَوَّل
3785,7,ما,ما
3785,8,لمحني,لَمَح
3785,9,كان,كان
3785,10,يسحب,سَحَب
3785,11,مهور,مُهُّور
3785,12,ويبوسها,باس
3785,13,.,.
3785,14,.,.
3786,0,حمود,حَمُّود
3786,1,بدت,بَدا
3786,2,تخف,خَفّ
3786,3,رجفته,رَجفَة
3786,4,:,:
3786,5,بس,بَسّ
3786,6,؟,؟
3787,0,جزوي,جَزو
3787,1,:,:
3787,2,هيه,هَيه
3787,3,بس,بَسّ
3787,4,.,.
3787,5,.,.
3787,6,واستحيت,اِستَحَى
3787,7,"""",""""
3787,8,ترد,رَدّ
3787,9,تحط,حَطّ
3787,10,ايدها,اِيد
3787,11,عوجهها,وَجه
3787,12,"""",""""
3787,13,استحيت,اِستَحَى
3787,14,واجد,واجِد
3787,15,عسب,سَب
3787,16,كي,كِي
3787,17,.,.
3787,18,.,.
3788,0,حمود,حَمُّود
3788,1,:,:
3788,2,عنلاتج,عنلاتج
3788,3,يا,يا
3788,4,جزوي,جَزو
3788,5,.,.
3788,6,.,.
3788,7,خرعتيني,خَرَّع
3788,8,عالفاضي,فاضِي
3788,9,.,.
3788,10,.,.
3789,0,جزوي,جَزو
3789,1,تفج,فَجّ
3789,2,ايدها,اِيد
3789,3,.,.
3789,4,.,.
3789,5,:,:
3789,6,والله,اللّٰه
3789,7,فشلة,فَشلَة
3789,8,الموقف,مَوقِف
3789,9,.,.
3789,10,.,.
3790,0,حمود,حَمُّود
3790,1,:,:
3790,2,مالت,مال
3790,3,عليج,عَلَى
3790,4,.,.
3790,5,.,.
3790,6,انا,اَنا
3790,7,لو,لَو
3790,8,شفت,شاف
3790,9,سيفوه,سَيفُو
3790,10,سواها,سَوَّى
3790,11,!,!
3790,12,باتم,تَمّ
3790,13,واقف,واقِف
3790,14,اتمتع,تِمَتَّع
3790,15,فالمنظر,مَنظَر
3790,16,.,.
3790,17,.,.
3791,0,جزوي,جَزو
3791,1,:,:
3791,2,ماسخ,ماسِخ
3791,3,تراك,تَرَى
3792,0,حمود,حَمُّود
3792,1,:,:
3792,2,ههه,هَهَه
3792,3,حرام,حَرام
3792,4,عليج,عَلَى
3792,5,.,.
3792,6,.,.
3793,0,جزوي,جَزو
3793,1,تشوف,شاف
3793,2,ايده,اِيد
3793,3,:,:
3793,4,خازت,خاز
3793,5,الرجفة,رَجفَة
3793,6,؟,؟
3794,0,حمود,حَمُّود
3794,1,يشوف,شاف
3794,2,ايده,اِيد
3794,3,:,:
3794,4,هيه,هَيه
3794,5,خازت,خاز
3794,6,.,.
3794,7,.,.
3795,0,جزوي,جَزو
3795,1,تبتسم,اِبتَسَم
3795,2,.,.
3795,3,.,.
3796,0,حمود,حَمُّود
3796,1,:,:
3796,2,الله,اللّٰه
3796,3,.,.
3796,4,.,.
3796,5,اكل,اَكل
3796,6,.,.
3796,7,.,.
3796,8,"""",""""
3796,9,يمشي,مِشَى
3796,10,"""",""""
3796,11,تعالي,تَعال
3796,12,نروح,راح
3796,13,ناكل,اَكَل
3796,14,.,.
3796,15,.,.
3797,0,لحقته,لَحَّق
3797,1,جزوي,جَزو
3797,2,وتموا,تَمّ
3797,3,ياكلون,اَكَل
3797,4,بشهية,شَهِيَّة
3797,5,لأنهم,اَنّ
3797,6,جد,جَدّ
3797,7,جواعة,جَوعان
3797,8,.,.
3797,9,.,.
3798,0,عقب,عِقِب
3798,1,الاكل,اَكل
3798,2,والدح,دَحّ
3798,3,.,.
3798,4,.,.
3799,0,حمود,حَمُّود
3799,1,:,:
3799,2,واو,واو
3799,3,.,.
3799,4,.,.
3799,5,والله,اللّٰه
3799,6,الاكل,اَكل
3799,7,نعمة,نِعمَة
3799,8,.,.
3799,9,.,.
3800,0,جزوي,جَزو
3800,1,:,:
3800,2,هيه,هَيه
3800,3,والله,اللّٰه
3800,4,"""",""""
3800,5,تشرب,شَرَب
3800,6,عصير,عَصِير
3800,7,"""",""""
3800,8,كل,كِلّ
3800,9,شي,شَي
3800,10,لذيذ,لَذِيذ
3800,11,صراحة,صَراحَة
3800,12,.,.
3800,13,.,.
3801,0,حمود,حَمُّود
3801,1,:,:
3801,2,اختج,اُخت
3801,3,فنتك,نَتّ
3801,4,.,.
3801,5,.,.
3801,6,هيه,هَيه
3801,7,اللي,اِللِي
3801,8,متفننة,مِتفَنِّن
3801,9,.,.
3801,10,.,.
3802,0,جزوي,جَزو
3802,1,:,:
3802,2,هيه,هَيه
3802,3,اعرف,عَرَف
3802,4,.,.
3802,5,.,.
3802,6,من,مِن
3802,7,الورد,وَرد
3802,8,الاحمر,اَحمَر
3802,9,.,.
3802,10,.,.
3803,0,حمود,حَمُّود
3803,1,:,:
3803,2,يالله,ياللّٰه
3803,3,انتي,اِنتِي
3803,4,شدي,شَدّ
3803,5,حيلج,حِيل
3803,6,.,.
3803,7,.,.
3804,0,جزوي,جَزو
3804,1,تطالعه,طالَع
3804,2,.,.
3804,3,.,.
3805,0,حمود,حَمُّود
3805,1,:,:
3805,2,يوم,يَوم
3805,3,بتعرسين,عَرَّس
3805,4,لازم,لازِم
3805,5,تدلعين,دَلَّع
3805,6,رجلج,رَجُل
3805,7,شرات,شَرا
3805,8,ما,ما
3805,9,تسوي,سَوَّى
3805,10,مهور,مُهُّور
3805,11,.,.
3805,12,.,.
3806,0,جزوي,جَزو
3806,1,تبلع,بَلَع
3806,2,ريقها,رِيق
3806,3,بحرقة,حُرقَة
3806,4,.,.
3806,5,.,.
3807,0,حمود,حَمُّود
3807,1,:,:
3807,2,شو,شُو
3807,3,ليش,لَيش
3807,4,تطالعيني,طالَع
3807,5,.,.
3807,6,.,.
3807,7,لازم,لازِم
3807,8,تتفننين,تِفَنَّن
3807,9,.,.
3807,10,.,.
3808,0,جزوي,جَزو
3808,1,تطالعه,طالَع
3808,2,:,:
3808,3,باتفنن,تِفَنَّن
3808,4,.,.
3808,5,.,.
3808,6,ليش,لَيش
3808,7,ما,ما
3808,8,اتفنن,تِفَنَّن
3808,9,.,.
3808,10,.,.
3808,11,اول,اَوَّل
3808,12,ما,ما
3808,13,انجح,نَجَح
3808,14,من,مِن
3808,15,الثانوية,ثانَوِيَّة
3808,16,باخذ,اَخِذ
3808,17,الليسن,لَيسِن
3808,18,وعقب,عِقِب
3808,19,باعرس,عَرَّس
3808,20,.,.
3808,21,.,.
3809,0,حمود,حَمُّود
3809,1,:,:
3809,2,شدخل,شدخل
3809,3,الليسن,لَيسِن
3809,4,فالعرس,عِرس
3809,5,.,.
3809,6,.,.
3810,0,جزوي,جَزو
3810,1,:,:
3810,2,يوم,يَوم
3810,3,عندي,عِند
3810,4,ليسني,لَيسِن
3810,5,متى,مَتَى
3810,6,ما,ما
3810,7,ابى,بَغَى
3810,8,بادلع,دَلَّع
3810,9,رجلي,رَجُل
3810,10,في,فِي
3810,11,اي,اَيّ
3810,12,مكان,مَكان
3810,13,.,.
3810,14,.,.
3810,15,باروم,رام
3810,16,احجز,حَجَز
3810,17,وباروم,رام
3810,18,اتفنن,تِفَنَّن
3810,19,وباروم,رام
3810,20,انا,اَنا
3810,21,بنفسي,نَفس
3810,22,اسوي,سَوَّى
3810,23,كل,كِلّ
3810,24,شي,شَي
3810,25,وارتب,رَتَّب
3810,26,كل,كِلّ
3810,27,شي,شَي
3810,28,وبس,بَسّ
3810,29,اقول,قال
3810,30,له,لِ
3810,31,يجي,جا
3810,32,المكان,مَكان
3810,33,.,.
3810,34,.,.
3811,0,حمود,حَمُّود
3811,1,بتمعن,تِمَعَّن
3811,2,:,:
3811,3,ايوا,اَيوا
3811,4,.,.
3811,5,.,.
3811,6,"""",""""
3811,7,تحمس,تِحَمَّس
3811,8,"""",""""
3811,9,يالله,ياللّٰه
3811,10,استعجلي,اِستَعجَل
3811,11,عجل,عَجَّل
3811,12,وخذيه,اَخِذ
3811,13,.,.
3811,14,.,.
3812,0,جزوي,جَزو
3812,1,:,:
3812,2,ليش,لَيش
3812,3,باخذك,اَخِذ
3812,4,انت,اِنتَ
3812,5,يعني,عَنَى
3812,6,عشان,عَشان
3812,7,استعجل,اِستَعجَل
3812,8,.,.
3812,9,.,.
3813,0,حمود,حَمُّود
3813,1,انصدم,اِنصَدَم
3813,2,.,.
3813,3,.,.
3814,0,جزوي,جَزو
3814,1,افتشلت,اِفتَشَل
3814,2,ما,ما
3814,3,توقعت,تِوَقَّع
3814,4,لسانها,لِسان
3814,5,يخون,خَوَّن
3814,6,فيها,فِي
3814,7,ويقول,قال
3814,8,كي,كِي
3814,9,!,!
3815,0,حمود,حَمُّود
3815,1,:,:
3815,2,لا,لا
3815,3,اقصد,قَصَد
3815,4,.,.
3815,5,.,.
3815,6,ابى,بَغَى
3815,7,اشوف,شاف
3815,8,تفننج,تفَننُّن
3815,9,وكي,كِي
3815,10,.,.
3815,11,.,.
3816,0,جزوي,جَزو
3816,1,تطالع,طالَع
3816,2,عيونه,عَين
3816,3,:,:
3816,4,ما,ما
3816,5,بتشوف,شاف
3816,6,شي,شَي
3816,7,.,.
3816,8,.,.
3816,9,بصفتك,صِفَة
3816,10,شو,شُو
3816,11,تشوف,شاف
3816,12,.,.
3816,13,.,.
3817,0,حمود,حَمُّود
3817,1,يبلع,بَلَع
3817,2,ريقه,رِيق
3817,3,ويصد,صَدّ
3817,4,الصوب,صَوب
3817,5,الثاني,ثانِي
3817,6,.,.
3817,7,.,.
3818,0,جزوي,جَزو
3818,1,بعد,بَعِد
3818,2,ارتبكت,اِرتَبَك
3818,3,وصدت,صَدّ
3818,4,الصوب,صَوب
3818,5,الثاني,ثانِي
3818,6,.,.
3818,7,.,.
3819,0,حمود,حَمُّود
3819,1,يبى,بَغَى
3819,2,يلطف,لَطَّف
3819,3,الجو,جَوّ
3819,4,:,:
3819,5,اصلا,اَصل
3819,6,حتى,حَتَّى
3819,7,لو,لَو
3819,8,ما,ما
3819,9,خذتي,اَخِذ
3819,10,الليسن,لَيسِن
3819,11,بس,بَسّ
3819,12,دقي,دَقّ
3819,13,لي,لِ
3819,14,وانا,اَنا
3819,15,باروح,راح
3819,16,اسوي,سَوَّى
3819,17,كل,كِلّ
3819,18,شي,شَي
3819,19,عنج,عَن
3819,20,.,.
3819,21,.,.
3820,0,جزوي,جَزو
3820,1,متعمدة,مِتعَمِّد
3820,2,:,:
3820,3,لا,لا
3820,4,.,.
3820,5,انا,اَنا
3820,6,ابى,بَغَى
3820,7,اتفنن,تِفَنَّن
3820,8,حق,حَقّ
3820,9,رجلي,رَجُل
3820,10,بروحي,رَوح
3820,11,.,.
3820,12,.,.
3820,13,ابى,بَغَى
3820,14,اسوي,سَوَّى
3820,15,كل,كِلّ
3820,16,شي,شَي
3820,17,من,مِن
3820,18,قلبي,قَلب
3820,19,انا,اَنا
3820,20,.,.
3820,21,.,.
3820,22,مش,مِش
3820,23,حد,حَدّـ
3820,24,يسويه,سَوَّى
3820,25,.,.
3820,26,.,.
3821,0,حمود,حَمُّود
3821,1,بنظرة,نَظرَة
3821,2,جادة,جادّ
3821,3,:,:
3821,4,انتي,اِنتِي
3821,5,تترجين,تِرَجَّى
3821,6,حد,حَدّـ
3821,7,؟,؟
3822,0,جزوي,جَزو
3822,1,صخت,صَخّ
3822,2,.,.
3822,3,.,.
3823,0,حمود,حَمُّود
3823,1,:,:
3823,2,حد,حَدّـ
3823,3,في,فِي
3823,4,بالج,بال
3823,5,؟,؟
3824,0,جزوي,جَزو
3824,1,تبتسم,اِبتَسَم
3824,2,:,:
3824,3,لا,لا
3824,4,.,.
3824,5,.,.
3825,0,حمود,حَمُّود
3825,1,:,:
3825,2,متأكدة,مِتأَكِّد
3825,3,.,.
3825,4,؟,؟
3826,0,جزوي,جَزو
3826,1,:,:
3826,2,متأكدة,مِتأَكِّد
